Tiempo,Altitud,Acel X,Acel Y,Acel Z,Gyr X,Gyr Y,Gyr Z,Temperatura
4.130461,3.35,10968.00,12080.00,-2576.00,-101.00,45.00,51.00,28.27
4.165217,3.35,10484.00,12564.00,-2404.00,43.00,183.00,70.00,28.27
4.231034,-0.37,10984.00,12040.00,-3208.00,96.00,154.00,500.00,28.55
4.297438,4.03,10968.00,12548.00,-2984.00,7.00,257.00,274.00,28.21
4.364722,4.79,11300.00,12244.00,-2664.00,20.00,164.00,67.00,28.16
4.431119,6.91,11044.00,12060.00,-3240.00,-349.00,122.00,141.00,27.99
4.498056,6.91,11292.00,11860.00,-3180.00,-353.00,120.00,109.00,27.99
4.564041,2.47,11272.00,12368.00,-2924.00,-466.00,212.00,-3.00,28.34
4.630216,2.47,11740.00,11100.00,-2872.00,-400.00,164.00,-59.00,28.34
4.664873,3.36,11272.00,12524.00,-2964.00,-474.00,142.00,-543.00,28.26
4.730037,8.93,11656.00,11796.00,-3048.00,-533.00,233.00,-511.00,27.83
4.797018,8.62,11400.00,11668.00,-3036.00,-559.00,56.00,-91.00,27.86
4.864237,8.77,10852.00,11776.00,-2364.00,-16.00,210.00,-119.00,27.85
4.93042,8.65,11520.00,11936.00,-2620.00,-1.00,152.00,-215.00,27.89
4.996802,8.15,11124.00,12564.00,-2712.00,103.00,190.00,-48.00,27.89
5.062916,7.71,11272.00,11860.00,-3012.00,-50.00,85.00,59.00,27.92
5.096942,7.71,10812.00,11864.00,-2716.00,0.00,29.00,-3.00,27.92
5.163697,6.76,10668.00,12312.00,-3248.00,-27.00,206.00,211.00,27.99
5.230284,6.76,10912.00,12336.00,-2832.00,-11.00,136.00,396.00,27.99
5.296146,6.33,11652.00,11936.00,-3268.00,-41.00,108.00,201.00,28.05
5.363032,6.09,11584.00,11860.00,-3556.00,-147.00,139.00,226.00,28.06
5.429042,5.31,11548.00,12020.00,-3156.00,-260.00,124.00,-44.00,28.11
5.495016,4.11,10680.00,11460.00,-3524.00,-380.00,155.00,-350.00,28.21
5.561666,3.88,11764.00,12192.00,-2400.00,-404.00,194.00,-199.00,28.22
5.629135,3.69,11232.00,11892.00,-2792.00,-329.00,80.00,-479.00,28.22
5.69499,3.69,10872.00,12000.00,-2896.00,-300.00,168.00,-503.00,28.22
5.761555,-0.39,8368.00,11204.00,-4156.00,-195.00,205.00,-418.00,28.57
5.796074,5.20,10972.00,11684.00,-1664.00,-36.00,-21.00,-24.00,28.12
5.862629,5.20,10716.00,12164.00,-2404.00,65.00,212.00,110.00,28.12
5.928961,6.26,11116.00,12140.00,-2940.00,40.00,-34.00,251.00,28.05
5.995012,6.26,11632.00,11788.00,-3052.00,79.00,60.00,158.00,28.05
6.061537,6.61,11392.00,11796.00,-2904.00,-192.00,7.00,55.00,28.02
6.127652,6.61,12104.00,12472.00,-2928.00,-241.00,80.00,76.00,28.02
6.194815,6.61,11940.00,11992.00,-2872.00,-164.00,170.00,-10.00,28.37
6.237846,2.56,11696.00,12136.00,-2900.00,-192.00,115.00,-141.00,28.37
6.294282,8.93,11632.00,12000.00,-3044.00,-191.00,138.00,-452.00,27.84
6.361639,8.59,11084.00,10628.00,-4216.00,-157.00,286.00,-515.00,27.87
6.427907,8.47,10584.00,12100.00,-2964.00,-333.00,55.00,-354.00,27.88
6.494079,7.88,10456.00,13060.00,-2916.00,-103.00,-183.00,-201.00,27.94
6.560453,7.88,10680.00,12096.00,-3128.00,-186.00,188.00,-22.00,27.94
6.626666,6.59,10988.00,12188.00,-3648.00,90.00,168.00,104.00,28.02
6.694,6.65,11552.00,11704.00,-3488.00,-137.00,84.00,299.00,28.03
6.75982,6.19,12000.00,11760.00,-3612.00,-214.00,139.00,58.00,28.08
6.826914,6.05,11628.00,11796.00,-3152.00,-309.00,168.00,-202.00,28.08
6.893203,6.05,11428.00,12000.00,-3076.00,-319.00,188.00,-242.00,28.08
6.959779,6.11,11856.00,11688.00,-3004.00,-309.00,108.00,-350.00,28.09
6.993786,5.77,10980.00,12104.00,-3028.00,-284.00,106.00,-366.00,28.11
7.060928,4.75,10968.00,12004.00,-3120.00,-218.00,168.00,-475.00,28.17
7.127043,3.76,10728.00,12140.00,-3164.00,-218.00,96.00,-211.00,28.26
7.1931,3.76,10304.00,11692.00,-3052.00,-187.00,177.00,-276.00,28.26
7.260021,3.28,10152.00,11824.00,-2568.00,-165.00,31.00,-215.00,28.3
7.325508,3.73,10424.00,11628.00,-3212.00,-120.00,79.00,-6.00,28.26
7.392772,3.16,11224.00,11852.00,-3444.00,-91.00,65.00,246.00,28.31
7.459581,3.16,11292.00,11792.00,-3612.00,-157.00,203.00,251.00,28.31
7.525927,1.40,11616.00,11952.00,-3324.00,-203.00,145.00,162.00,28.43
7.59194,2.78,11704.00,11800.00,-3144.00,-337.00,184.00,-198.00,28.31
7.658345,4.01,11740.00,11704.00,-3048.00,-350.00,105.00,-375.00,28.25
7.693335,3.89,11208.00,12140.00,-2976.00,-276.00,92.00,-487.00,28.26
7.758776,4.77,10268.00,11824.00,-2668.00,-255.00,184.00,-190.00,28.18
7.826135,4.77,11508.00,12080.00,-3100.00,-14.00,41.00,-226.00,28.18
7.891909,0.43,10260.00,12244.00,-2920.00,-175.00,144.00,-54.00,28.53
7.958205,5.36,11024.00,11788.00,-3488.00,-108.00,90.00,164.00,28.15
8.024928,5.36,11220.00,11912.00,-3288.00,-122.00,157.00,89.00,28.15
8.091137,0.73,11324.00,12044.00,-3744.00,-149.00,99.00,229.00,28.52
8.15775,6.75,11788.00,11788.00,-3468.00,-275.00,141.00,-74.00,28.03
8.224774,6.75,11640.00,12000.00,-3436.00,-365.00,223.00,-121.00,28.03
8.290862,2.61,11888.00,11752.00,-3316.00,-276.00,107.00,-187.00,28.37
8.324869,2.61,11464.00,11960.00,-3228.00,-234.00,121.00,-329.00,27.95
8.391871,8.06,11380.00,12324.00,-3236.00,-178.00,90.00,-462.00,27.95
8.457766,8.73,10444.00,11560.00,-3152.00,-281.00,-37.00,-353.00,27.88
8.523973,8.24,11028.00,11804.00,-3124.00,-235.00,102.00,-29.00,27.93
8.591808,8.74,11088.00,11920.00,-3156.00,-177.00,238.00,-116.00,27.9
8.657725,8.74,10816.00,12020.00,-3156.00,-138.00,111.00,176.00,27.9
8.723928,8.10,11256.00,11844.00,-3436.00,-126.00,141.00,42.00,27.93
8.789995,8.42,11228.00,11912.00,-3252.00,-168.00,145.00,89.00,27.91
8.85701,7.04,11780.00,11880.00,-3260.00,-237.00,105.00,-125.00,28.02
8.923416,8.69,11580.00,11796.00,-3488.00,-207.00,166.00,-264.00,27.9
8.989831,8.69,11212.00,11804.00,-3104.00,-220.00,144.00,-253.00,27.9
9.056764,7.76,9852.00,11732.00,-3648.00,-146.00,136.00,-505.00,27.96
9.090514,7.24,10520.00,11928.00,-3448.00,-249.00,94.00,-312.00,28.0
9.156319,7.24,11012.00,11736.00,-3516.00,-181.00,121.00,-303.00,28.0
9.223069,6.15,10780.00,11912.00,-3692.00,-269.00,-2.00,-30.00,28.11
9.289982,5.84,11176.00,11960.00,-3344.00,-241.00,85.00,-50.00,28.13
9.355565,5.84,11108.00,11868.00,-3232.00,-195.00,127.00,-20.00,28.13
9.422567,5.22,11300.00,11860.00,-3180.00,-155.00,135.00,62.00,28.18
9.488765,5.96,11100.00,11560.00,-3380.00,-122.00,177.00,60.00,28.12
9.555496,5.20,11328.00,11868.00,-3128.00,-177.00,174.00,-110.00,28.18
9.621966,3.58,11404.00,11848.00,-3184.00,-284.00,130.00,-283.00,28.3
9.688667,3.58,11356.00,11804.00,-3368.00,-244.00,160.00,-348.00,28.3
9.755464,3.27,10984.00,12212.00,-3200.00,-263.00,183.00,-434.00,28.33
9.789877,3.47,11488.00,12312.00,-3276.00,-284.00,164.00,-141.00,28.32
9.856473,3.47,10968.00,11900.00,-3176.00,-302.00,129.00,-172.00,28.32
9.92273,1.23,10764.00,12068.00,-3040.00,-274.00,159.00,-160.00,28.5
9.988943,3.77,11024.00,11984.00,-3112.00,-82.00,143.00,-17.00,28.28
10.054464,3.77,10988.00,11976.00,-3176.00,-76.00,135.00,4.00,28.28
10.121497,1.55,11308.00,11920.00,-3188.00,-95.00,146.00,17.00,28.48
10.188452,3.17,11612.00,11692.00,-3488.00,-200.00,104.00,-28.00,28.34
10.254317,3.17,11736.00,11856.00,-3560.00,-196.00,97.00,-118.00,28.34
10.321397,0.53,11480.00,11892.00,-3536.00,-204.00,124.00,-133.00,28.56
10.387098,3.08,10880.00,11916.00,-3948.00,-149.00,13.00,-269.00,28.34
10.421104,6.47,11104.00,12052.00,-3024.00,-329.00,167.00,-208.00,28.07
10.487982,6.47,11020.00,11728.00,-3372.00,-251.00,122.00,-166.00,28.07
10.554798,0.51,10908.00,12052.00,-3304.00,-343.00,197.00,-230.00,28.53
10.621031,6.02,11168.00,11796.00,-3332.00,-332.00,177.00,-228.00,28.12
10.688117,7.77,11020.00,12068.00,-3032.00,-127.00,164.00,-95.00,27.98
10.753942,8.44,10908.00,11908.00,-3148.00,-129.00,114.00,-38.00,27.93
10.820974,3.25,11156.00,11752.00,-3400.00,-110.00,131.00,-126.00,27.9
10.886747,8.87,11672.00,12216.00,-3468.00,-168.00,130.00,-120.00,27.9
10.953494,2.93,10700.00,11252.00,-3816.00,-164.00,179.00,-164.00,28.36
11.020027,7.84,11336.00,11888.00,-3388.00,-233.00,124.00,-227.00,27.99
11.087003,8.23,11464.00,12164.00,-3288.00,-213.00,196.00,-196.00,27.95
11.152709,4.23,10972.00,11968.00,-3288.00,-267.00,160.00,-172.00,28.27
11.220301,8.82,11044.00,11916.00,-3232.00,-271.00,196.00,-158.00,27.91
11.286291,2.40,11052.00,11972.00,-3336.00,-271.00,202.00,-128.00,28.43
11.352386,2.40,11128.00,11992.00,-3280.00,-261.00,153.00,-141.00,28.43
11.386382,9.06,11260.00,11996.00,-3200.00,-162.00,131.00,-69.00,27.9
11.452923,8.40,11356.00,11884.00,-3336.00,-183.00,136.00,-119.00,27.93
11.519973,8.40,11356.00,12256.00,-3384.00,-138.00,92.00,-136.00,27.93
11.585958,6.17,12084.00,12932.00,-3420.00,-107.00,43.00,-136.00,28.12
11.652877,8.10,11108.00,11948.00,-3308.00,-159.00,141.00,-142.00,27.95
11.71896,8.70,11384.00,12028.00,-3348.00,-198.00,119.00,-173.00,27.93
11.785683,8.70,11120.00,12024.00,-3316.00,-218.00,232.00,-151.00,27.93
11.852393,8.56,11352.00,11912.00,-3404.00,-334.00,154.00,-136.00,27.95
11.918284,8.57,11244.00,11880.00,-3308.00,-346.00,157.00,-196.00,27.94
11.985094,8.57,10952.00,11968.00,-3208.00,-315.00,141.00,-179.00,27.94
12.051644,6.83,11072.00,11864.00,-3208.00,-118.00,110.00,-135.00,28.07
12.118244,6.83,11224.00,11872.00,-3048.00,-90.00,155.00,-111.00,28.07
12.184694,6.48,11384.00,11912.00,-3564.00,-105.00,126.00,-92.00,28.1
12.25103,6.88,11196.00,11948.00,-3468.00,-111.00,151.00,-128.00,28.09
12.285049,6.88,11292.00,11888.00,-3260.00,-170.00,114.00,-170.00,28.09
12.351901,6.29,10956.00,11776.00,-3576.00,-220.00,142.00,-182.00,28.13
12.417947,7.10,10976.00,12004.00,-3332.00,-254.00,132.00,-177.00,28.06
12.48455,5.07,11216.00,11808.00,-3228.00,-287.00,153.00,-149.00,28.22
12.551277,5.07,11152.00,11948.00,-3172.00,-295.00,160.00,-172.00,28.22
12.617524,4.54,11124.00,11916.00,-3188.00,-260.00,155.00,-97.00,28.28
12.684578,4.33,11084.00,12028.00,-3216.00,-207.00,170.00,-127.00,28.28
12.750949,4.24,11180.00,11772.00,-3348.00,-157.00,259.00,-117.00,28.28
12.817362,4.24,11696.00,12160.00,-3460.00,-127.00,23.00,-144.00,28.28
12.883631,3.35,10960.00,11880.00,-3652.00,-236.00,194.00,-44.00,28.35
12.950752,3.42,11348.00,11872.00,-3480.00,-299.00,248.00,-16.00,28.35
13.017013,3.45,11308.00,12224.00,-3564.00,-265.00,476.00,117.00,28.35
13.083052,3.51,11140.00,12716.00,-3576.00,-414.00,1102.00,-164.00,28.36
13.149889,3.34,12480.00,10792.00,-3296.00,-1014.00,527.00,-620.00,28.37
13.216888,3.32,11284.00,11720.00,-2280.00,-1183.00,-104.00,-533.00,28.36
13.265898,3.32,11172.00,11796.00,-2040.00,-870.00,-22.00,-797.00,28.36
13.316784,2.49,10312.00,12328.00,-1844.00,-572.00,-89.00,-316.00,28.44
13.383268,2.76,10004.00,12308.00,-2348.00,89.00,114.00,-374.00,28.41
13.449981,3.56,11264.00,11932.00,-3428.00,436.00,-20.00,202.00,28.36
13.515944,3.46,11032.00,12140.00,-3328.00,334.00,50.00,112.00,28.36
13.583048,3.59,11180.00,12036.00,-3736.00,115.00,55.00,7.00,28.37
13.64894,3.51,11064.00,11700.00,-3360.00,-171.00,98.00,-15.00,28.37
13.715924,3.23,11872.00,11844.00,-3736.00,-534.00,129.00,0.00,28.38
13.748941,3.36,11956.00,12148.00,-3516.00,-749.00,269.00,-160.00,28.38
13.8164,4.08,12488.00,11940.00,-3020.00,-698.00,235.00,-348.00,28.33
13.883127,4.08,12616.00,12616.00,-3316.00,-608.00,216.00,-367.00,28.33
13.948819,-0.24,10216.00,11660.00,-2352.00,-354.00,123.00,-591.00,28.66
14.015916,4.46,10548.00,12008.00,-2372.00,-5.00,178.00,-488.00,28.28
14.082784,3.98,10320.00,12192.00,-2792.00,142.00,165.00,-659.00,28.32
14.148332,4.00,9760.00,12188.00,-2852.00,252.00,31.00,-91.00,28.38
14.215033,8.62,9996.00,10208.00,-3716.00,31.00,198.00,138.00,27.96
14.281919,8.11,10708.00,12536.00,-3300.00,57.00,190.00,256.00,27.99
14.315934,4.80,11772.00,11732.00,-3700.00,-144.00,207.00,237.00,28.26
14.382287,4.80,11476.00,12080.00,-3664.00,-365.00,127.00,349.00,28.26
14.448618,5.34,11728.00,12136.00,-3728.00,-555.00,306.00,-158.00,28.22
14.514898,7.92,11236.00,11156.00,-2592.00,-469.00,109.00,-485.00,27.99
14.581546,8.83,12108.00,11432.00,-2428.00,-409.00,-58.00,-595.00,27.95
14.648249,5.30,-32768.00,32767.00,-23980.00,27246.00,-7362.00,-2267.00,28.23
14.715042,6.90,-14240.00,32767.00,-32768.00,-6571.00,21831.00,4406.00,28.1
14.781935,3.23,-3848.00,32767.00,26684.00,-4695.00,3211.00,10697.00,28.41
14.848104,3.23,-3176.00,32767.00,7436.00,-6302.00,19620.00,7784.00,28.41
14.914685,5.23,-17824.00,32767.00,-28988.00,9033.00,-305.00,17757.00,28.32
15.013104,4.18,-32768.00,32767.00,-22044.00,3472.00,7851.00,18578.00,28.39
15.079959,19.62,-32768.00,-32768.00,-4800.00,-21944.00,-32768.00,13763.00,28.18
15.14716,17.29,32767.00,-3688.00,32767.00,-2498.00,-29902.00,31429.00,28.11
15.214032,13.96,-5980.00,-21244.00,31028.00,4620.00,-15601.00,23334.00,28.75
15.280259,21.51,-32768.00,-32768.00,32767.00,-110.00,8366.00,32767.00,28.48
15.347473,27.61,-32768.00,-32768.00,5436.00,-11910.00,29937.00,32767.00,28.48
15.414032,21.23,-32768.00,-17636.00,-21136.00,-9364.00,-21520.00,32767.00,28.56
15.512816,10.27,-7316.00,22180.00,3744.00,32767.00,-32768.00,32767.00,28.32
15.579884,10.12,-23652.00,-22752.00,-13432.00,32767.00,-32768.00,13670.00,28.29
15.645909,10.12,-32768.00,-31376.00,-28368.00,32767.00,-32768.00,-32768.00,28.29
15.71282,11.68,-32768.00,-3844.00,19880.00,-23399.00,-32768.00,-32768.00,28.69
15.780323,10.82,7900.00,-9644.00,-2980.00,-21746.00,-32768.00,9586.00,28.47
15.846162,10.28,10752.00,-8504.00,-4544.00,-14190.00,-1516.00,9317.00,28.48
15.913004,13.97,1756.00,-6260.00,1260.00,-2263.00,32767.00,2725.00,28.18
15.980099,14.41,-796.00,-4520.00,3776.00,766.00,32767.00,2084.00,28.14
16.045954,10.09,-11980.00,-3820.00,6888.00,6704.00,32767.00,5809.00,28.52
16.144748,14.53,-17924.00,-1040.00,5284.00,-3291.00,32767.00,13241.00,28.22
16.212049,14.53,-16908.00,-2832.00,-244.00,-9490.00,32767.00,11019.00,28.22
16.277714,9.08,-6012.00,-2192.00,-2740.00,-17654.00,32767.00,5125.00,28.64
16.344915,9.67,-3860.00,560.00,-6956.00,-23164.00,29713.00,-3023.00,28.58
16.41189,10.53,664.00,4780.00,-3256.00,-27176.00,11598.00,-7648.00,28.47
16.477897,10.31,-4564.00,6652.00,-4648.00,-20892.00,13909.00,-11804.00,28.42
16.545053,9.22,-9656.00,5760.00,-5764.00,-13846.00,27988.00,-13146.00,28.46
16.612049,9.22,-6660.00,8252.00,-6516.00,-9224.00,32767.00,-13631.00,28.46
16.678454,6.35,-8848.00,7040.00,-5572.00,-2356.00,32767.00,-12262.00,28.7
16.744931,8.32,-4428.00,5652.00,-8460.00,3136.00,21354.00,-3734.00,28.42
16.811743,8.32,-2924.00,5680.00,-8464.00,2298.00,12868.00,-2363.00,28.42
16.87735,7.46,-3236.00,5388.00,-8060.00,793.00,-4660.00,-499.00,28.46
16.944036,9.85,-5608.00,6144.00,-7584.00,1868.00,-15312.00,2263.00,28.22
17.011103,9.21,-6400.00,6816.00,-6576.00,3952.00,-17425.00,3337.00,28.28
17.077314,8.71,-5952.00,7144.00,-6504.00,4615.00,-21567.00,3406.00,28.3
17.143893,10.20,-6408.00,7796.00,-6864.00,6600.00,-28031.00,2643.00,28.16
17.211153,10.20,-10360.00,916.00,-3408.00,8678.00,-26050.00,-699.00,28.13
17.277866,10.89,-10564.00,6672.00,-8304.00,6050.00,-17931.00,-5947.00,28.1
17.343256,9.63,-10512.00,6372.00,-7520.00,4107.00,-12446.00,-6407.00,28.16
17.411029,9.63,-11236.00,7036.00,-6912.00,780.00,-4631.00,-6595.00,28.16
17.476847,9.10,-10404.00,3460.00,-7360.00,-6633.00,10372.00,-5765.00,28.15
17.543947,9.27,-32768.00,32767.00,32767.00,-14814.00,-32768.00,-23118.00,28.13
17.642939,7.09,-1196.00,-32768.00,32767.00,-10251.00,22544.00,-3541.00,28.15
17.709492,5.88,-32768.00,-4244.00,15468.00,11123.00,-14466.00,-32768.00,28.24
17.776123,5.88,-22368.00,20340.00,22052.00,17413.00,9479.00,-32768.00,28.24
17.842964,0.41,11404.00,11504.00,15320.00,14161.00,7445.00,-27282.00,28.66
17.909828,1.72,32767.00,-32768.00,32767.00,4292.00,-32768.00,-18224.00,28.54
17.975612,2.64,-23024.00,-29288.00,18600.00,-14198.00,-32768.00,22352.00,28.5
18.042964,2.64,-26384.00,-21084.00,3484.00,12083.00,-32768.00,27554.00,28.5
18.141948,0.23,-2112.00,-25156.00,-32768.00,15635.00,-32768.00,12556.00,28.71
18.208815,4.68,-25904.00,-32768.00,32767.00,17029.00,-32768.00,2359.00,28.34
18.27504,4.30,-12988.00,17228.00,32767.00,32767.00,-25053.00,3917.00,28.35
18.342083,4.15,-11000.00,-7520.00,-14200.00,32767.00,-32768.00,-2109.00,28.44
18.408467,6.30,9980.00,-1948.00,12948.00,10773.00,-13637.00,3894.00,28.21
18.474796,6.16,18640.00,-6952.00,19872.00,-27539.00,32767.00,-13879.00,28.19
18.535256,6.05,-32768.00,-2184.00,-24640.00,24626.00,32767.00,-21414.00,28.21
18.602959,4.79,-32768.00,23084.00,29268.00,9862.00,45.00,32767.00,28.3
18.701047,3.60,-8160.00,32767.00,31516.00,-10904.00,32767.00,-1331.00,28.38
18.768019,3.70,-31560.00,-15264.00,-26988.00,-2879.00,8836.00,8364.00,28.38
18.813047,3.70,-32768.00,18028.00,-32768.00,25157.00,32767.00,32767.00,28.38
18.963385,4.86,13732.00,-8176.00,-11980.00,-5241.00,-16825.00,30987.00,28.29
19.029834,4.62,-4332.00,2372.00,-25456.00,-1831.00,-27410.00,30405.00,28.31
19.074378,1.71,940.00,-16764.00,-16952.00,1556.00,-4902.00,20444.00,28.53
19.294996,5.67,13016.00,-300.00,-14780.00,6485.00,-14422.00,15925.00,28.22
19.360992,5.67,900.00,-10476.00,-8872.00,8426.00,-23796.00,20878.00,28.22
19.427817,1.87,3016.00,-16936.00,-1412.00,9518.00,-32768.00,14595.00,28.51
19.470991,2.31,-9164.00,-5492.00,-8672.00,10341.00,-12754.00,9438.00,28.49
20.183284,3.60,-6456.00,-12616.00,12700.00,8127.00,3320.00,16277.00,28.4
20.306803,4.17,-5984.00,-3988.00,14204.00,6593.00,10432.00,13582.00,28.36
20.374028,4.47,-16156.00,-8904.00,13496.00,8000.00,15817.00,10827.00,28.32
20.440074,4.47,-11976.00,-3292.00,10920.00,4361.00,16284.00,9073.00,28.32
20.507078,1.43,-6236.00,-4744.00,4780.00,3215.00,16292.00,11324.00,28.59
20.573534,1.43,-8584.00,-8940.00,9340.00,-2220.00,24969.00,16318.00,28.59
20.639922,2.09,-7172.00,3216.00,13148.00,-5365.00,21595.00,6095.00,28.54
20.707,-0.40,-11808.00,16536.00,20796.00,-21299.00,16914.00,1099.00,28.76
20.772677,3.20,-608.00,2292.00,16968.00,-25277.00,-2406.00,3156.00,28.47
20.840005,2.41,-12248.00,-836.00,5768.00,-18314.00,-2911.00,-7780.00,28.54
20.906479,2.61,-15992.00,-1544.00,10048.00,-20052.00,-1946.00,-7099.00,28.52
20.960581,-0.06,-9972.00,1640.00,9964.00,-15511.00,-28218.00,4570.00,28.72
21.059947,2.90,-12428.00,-5704.00,9416.00,-12620.00,-15154.00,14667.00,28.51
21.126563,2.21,-12928.00,-3704.00,7108.00,-6954.00,-16771.00,20279.00,28.56
21.193584,2.21,-7480.00,-8724.00,9380.00,-7431.00,-16078.00,22316.00,28.59
21.259975,1.80,-7028.00,-3676.00,4204.00,-7629.00,-14388.00,23257.00,28.59
21.326417,0.13,3480.00,-2572.00,15964.00,-8146.00,-32768.00,16636.00,28.73
21.393074,4.67,940.00,-1988.00,7556.00,-11418.00,-17592.00,12285.00,28.37
21.459868,0.14,1900.00,-1044.00,28488.00,-14676.00,-9762.00,11394.00,28.72
21.526077,0.14,-11232.00,-5836.00,13744.00,-6084.00,-6759.00,4608.00,28.72
21.592544,0.10,-9548.00,-9888.00,18732.00,-1834.00,-408.00,7462.00,28.71
21.660025,-0.74,-9280.00,-4648.00,21368.00,2702.00,7770.00,13332.00,28.76
21.725541,0.85,-7576.00,-2852.00,16492.00,4709.00,4963.00,14584.00,28.67
21.792266,0.85,-4680.00,-1404.00,22024.00,-120.00,6752.00,13707.00,28.67
21.859976,2.28,-2476.00,3156.00,14212.00,-1476.00,-2582.00,11448.00,28.54
21.925421,5.77,-3816.00,-452.00,11312.00,-3377.00,6315.00,10746.00,28.28
21.991756,3.06,-3676.00,-624.00,15372.00,-4066.00,2320.00,7427.00,28.49
22.058506,4.62,-4924.00,-4732.00,17772.00,-1520.00,-3093.00,7881.00,28.36
22.125499,4.79,-8380.00,-2272.00,15612.00,2064.00,-3516.00,9424.00,28.35
22.192182,4.42,-9472.00,-564.00,16036.00,2098.00,3240.00,11400.00,28.38
22.258847,5.11,-5352.00,-1376.00,5644.00,-2504.00,18406.00,12212.00,28.32
22.324992,5.11,-5700.00,-652.00,17604.00,-6222.00,18215.00,10827.00,28.32
22.391369,0.25,-9752.00,1692.00,18152.00,-8795.00,6514.00,5520.00,28.73
22.457816,2.66,-7708.00,1108.00,16572.00,1907.00,-17412.00,9248.00,28.53
22.52419,2.70,1464.00,3312.00,11804.00,9629.00,7179.00,4699.00,28.56
22.591142,2.70,400.00,6152.00,18840.00,7224.00,7527.00,3782.00,28.56
22.65799,1.89,3036.00,6840.00,18668.00,4021.00,3416.00,824.00,28.63
22.724021,1.89,-1952.00,7328.00,19812.00,-1951.00,-1031.00,-1029.00,28.63
22.790159,0.24,-3456.00,508.00,11840.00,-2166.00,-5145.00,-2302.00,28.73
22.857717,-0.19,-6260.00,-276.00,8276.00,-2790.00,-2306.00,-1543.00,28.78
22.923731,0.55,-8360.00,-1520.00,8276.00,-4196.00,5817.00,0.00,28.73
22.990401,0.55,-10048.00,144.00,11852.00,-5946.00,2648.00,2057.00,28.73
23.056443,0.23,-8216.00,-4964.00,13004.00,-4117.00,6952.00,4492.00,28.73
23.123274,0.38,-8888.00,-3212.00,18576.00,-503.00,-402.00,5681.00,28.73
23.189829,3.27,-8352.00,3508.00,21184.00,-5948.00,1331.00,4406.00,28.49
23.256529,3.28,-3152.00,1328.00,12960.00,-7610.00,-7187.00,1501.00,28.51
23.322842,2.72,-1072.00,-496.00,15852.00,1183.00,11116.00,-3187.00,28.55
23.389098,2.69,2080.00,-6028.00,26996.00,16426.00,3368.00,-6288.00,28.55
23.456348,3.02,-2456.00,3528.00,10932.00,27630.00,15193.00,-15409.00,28.55
23.523044,3.02,-8384.00,8380.00,21840.00,28089.00,16864.00,-17055.00,28.55
23.588989,1.45,-32768.00,-3660.00,-2412.00,27852.00,5147.00,-28193.00,28.64
23.656487,1.36,-1020.00,-24004.00,14068.00,13907.00,-28648.00,-14302.00,28.57
23.72268,2.26,-8872.00,1320.00,844.00,7903.00,5129.00,4690.00,28.57
23.789079,2.80,1896.00,-4996.00,-2864.00,-9028.00,13815.00,13371.00,28.56
23.855624,2.80,852.00,-14880.00,-3536.00,-19652.00,10478.00,6377.00,28.56
23.922505,3.92,-32768.00,3236.00,15256.00,-14507.00,3303.00,261.00,28.47
23.988947,3.46,-32768.00,-5412.00,18656.00,-12030.00,-11312.00,-4019.00,28.47
24.055414,2.22,-19068.00,5252.00,12212.00,-3953.00,3237.00,4408.00,28.57
24.122031,2.64,2664.00,248.00,1928.00,4334.00,-8887.00,5203.00,28.58
24.188039,2.49,-4180.00,2992.00,4460.00,8878.00,3730.00,-414.00,28.58
24.255472,2.53,-32768.00,-15368.00,-3544.00,3622.00,28968.00,-4800.00,28.57
24.321388,2.53,-30496.00,-4368.00,21776.00,-2625.00,26437.00,-3713.00,28.57
24.38803,1.90,-26968.00,10796.00,9276.00,-10876.00,-3513.00,-5902.00,28.61
24.454834,1.92,-8360.00,-3548.00,9320.00,-11355.00,-12521.00,3531.00,28.59
24.521359,1.92,676.00,-6128.00,1644.00,-10182.00,-10507.00,9540.00,28.59
24.588039,1.96,4260.00,-484.00,1672.00,-9049.00,-2464.00,13391.00,28.6
24.654435,-0.04,-9140.00,-2928.00,3988.00,-14280.00,-1402.00,12610.00,28.78
24.721518,2.46,-19144.00,13076.00,17900.00,-32768.00,15283.00,10005.00,28.6
24.788034,2.65,-8880.00,10296.00,14956.00,-32768.00,10599.00,14072.00,28.58
24.86104,2.85,-32768.00,1720.00,18512.00,-14886.00,-15885.00,-3221.00,28.55
25.148994,3.45,-32768.00,4620.00,3788.00,10958.00,-5446.00,3382.00,28.49
25.315377,3.44,-21608.00,2976.00,8580.00,11141.00,-6118.00,-4531.00,28.47
25.382244,3.44,-11648.00,-2700.00,4452.00,8977.00,-10458.00,-7014.00,28.48
25.448704,3.86,-7740.00,-5980.00,2620.00,9610.00,-13948.00,-7042.00,28.48
25.515509,1.17,-340.00,1076.00,2448.00,10818.00,-11001.00,-8278.00,28.72
25.582143,1.17,-1468.00,4972.00,1040.00,13660.00,-1685.00,-6933.00,28.72
25.648687,0.66,-516.00,4628.00,7192.00,15194.00,-3844.00,-6978.00,28.75
25.715139,-0.09,-4908.00,3608.00,7428.00,15489.00,-997.00,-11134.00,28.79
25.782171,0.80,-18004.00,2004.00,6672.00,13584.00,7206.00,-11267.00,28.72
25.848976,0.80,-19152.00,6736.00,16348.00,16714.00,2031.00,-6752.00,28.72
25.915607,1.77,-25808.00,6236.00,24848.00,20940.00,-8410.00,-10170.00,28.62
