Tiempo,Altitud,Acel X,Acel Y,Acel Z,Gyr X,Gyr Y,Gyr Z,Temperatura
25.981677,-0.45,-27104.00,1400.00,14648.00,20629.00,-20792.00,-19266.00,28.78
26.049309,-0.18,-18592.00,-4316.00,9944.00,14042.00,-10069.00,-9489.00,28.76
26.114911,0.13,-6120.00,4776.00,-3480.00,10689.00,-4030.00,1905.00,28.75
26.181149,3.62,-1208.00,-5400.00,8924.00,9834.00,-545.00,4021.00,28.47
26.248008,3.62,-5540.00,-10120.00,-4816.00,6584.00,1152.00,-723.00,28.47
26.314356,2.80,-21792.00,10356.00,9136.00,3376.00,-1941.00,-2001.00,28.53
26.381594,1.92,-23508.00,5692.00,9404.00,-9630.00,7359.00,4040.00,28.61
26.447627,1.55,-21588.00,1668.00,18736.00,-13783.00,15831.00,1485.00,28.62
26.514174,1.55,-22036.00,1972.00,18184.00,-11595.00,13751.00,4521.00,28.62
26.581296,2.14,-10976.00,2520.00,5808.00,-7881.00,2346.00,8526.00,28.6
26.647058,1.78,-6296.00,1712.00,3980.00,-8487.00,7503.00,7495.00,28.61
26.714179,2.20,-7848.00,5592.00,616.00,-5076.00,10589.00,6200.00,28.6
26.78046,2.20,-9700.00,2384.00,2164.00,-3087.00,5571.00,6822.00,28.6
26.846971,2.20,-11968.00,5404.00,676.00,-2278.00,9857.00,6840.00,28.6
26.913585,2.16,-15012.00,7460.00,3000.00,-1042.00,10603.00,6050.00,28.61
26.980293,3.69,-19100.00,13384.00,4980.00,-4159.00,-957.00,-857.00,28.48
27.045999,3.50,-14384.00,2968.00,8644.00,-2328.00,-577.00,451.00,28.51
27.113225,3.50,-13052.00,6596.00,7004.00,-848.00,-4080.00,459.00,28.51
27.179263,3.47,-12116.00,5620.00,7912.00,-2340.00,-2875.00,-1418.00,28.51
27.246128,4.09,-10972.00,3636.00,5044.00,-1423.00,-1221.00,-2631.00,28.47
27.312479,4.09,-8908.00,3992.00,5772.00,410.00,-5104.00,-1865.00,28.47
27.379021,3.85,-9588.00,3480.00,4252.00,670.00,-2693.00,-2022.00,28.48
27.446047,3.86,-20448.00,6120.00,6660.00,-4084.00,-6383.00,-981.00,28.47
27.512205,3.58,-21404.00,2588.00,8376.00,-9178.00,2131.00,-4293.00,28.49
27.57887,3.80,-19916.00,2424.00,8448.00,-8482.00,6091.00,-4568.00,28.49
27.645043,3.50,-15076.00,1032.00,7108.00,-5840.00,-4437.00,-30.00,28.5
27.711812,3.50,-12332.00,1960.00,5492.00,-5785.00,-4784.00,1317.00,28.53
27.778085,4.56,-8364.00,4096.00,3740.00,-6179.00,-616.00,5597.00,28.43
27.819104,4.80,-8580.00,3608.00,3940.00,-6220.00,-935.00,5489.00,28.41
27.87903,3.96,-8888.00,5284.00,6324.00,-5196.00,1541.00,4957.00,28.49
27.944904,3.96,-12456.00,6868.00,8804.00,-4926.00,5628.00,4372.00,28.47
28.012181,4.23,-13628.00,8256.00,11632.00,-850.00,-5295.00,-162.00,28.45
28.079014,4.24,-12528.00,4772.00,12356.00,-51.00,-9486.00,-1833.00,28.44
28.144756,4.69,-9108.00,2708.00,9348.00,991.00,-11077.00,-2242.00,28.42
28.212047,4.69,-8072.00,3636.00,7688.00,2381.00,-8760.00,-1720.00,28.42
28.278918,0.94,-8340.00,4380.00,9948.00,3394.00,-4035.00,-1905.00,28.72
28.344832,3.74,-8580.00,3828.00,10060.00,3205.00,-2277.00,-1778.00,28.5
28.412046,3.91,-9164.00,3672.00,9440.00,2892.00,3008.00,-1236.00,28.48
28.477823,3.91,-12772.00,5988.00,9232.00,3847.00,7649.00,1058.00,28.48
28.544521,4.14,-16296.00,6412.00,10840.00,-1005.00,-3940.00,1696.00,28.46
28.61112,4.26,-15484.00,4256.00,9548.00,-7401.00,1086.00,498.00,28.45
28.677862,4.24,-15460.00,1712.00,10572.00,-7258.00,-738.00,-917.00,28.44
28.744206,4.77,-12956.00,848.00,8096.00,-7280.00,6785.00,-2146.00,28.42
28.8113,4.91,-10992.00,1664.00,9832.00,-6654.00,6331.00,-692.00,28.4
28.877366,4.85,-8728.00,2100.00,6952.00,-5349.00,6915.00,622.00,28.4
28.943448,4.88,-8244.00,2692.00,8024.00,-5885.00,3307.00,2482.00,28.38
29.010004,5.24,-7860.00,4044.00,8544.00,-6604.00,2325.00,3647.00,28.38
29.076606,5.29,-9180.00,5364.00,10312.00,-2256.00,490.00,2745.00,28.36
29.143071,5.11,-13812.00,6496.00,16864.00,-50.00,-1117.00,1737.00,28.38
29.210022,4.64,-13232.00,4100.00,11040.00,2733.00,-5332.00,-1232.00,28.4
29.276227,5.31,-10412.00,4048.00,6124.00,2501.00,2831.00,1190.00,28.37
29.342868,5.08,-8792.00,3736.00,7712.00,1435.00,-2645.00,3502.00,28.39
29.409337,5.30,-10784.00,4312.00,9752.00,660.00,1364.00,4772.00,28.38
29.475803,5.54,-10732.00,5940.00,9776.00,-1671.00,-1430.00,4380.00,28.36
29.542989,5.23,-17476.00,3508.00,11772.00,-7295.00,7761.00,1194.00,28.38
29.609022,5.21,-17224.00,2568.00,13236.00,-7984.00,-8941.00,-1445.00,28.38
29.675603,5.48,-11248.00,848.00,12344.00,-4734.00,312.00,-19.00,28.37
29.713615,5.18,-9912.00,2712.00,8344.00,-5499.00,1946.00,-317.00,28.39
29.776014,5.18,-8316.00,1224.00,8656.00,-5589.00,2993.00,578.00,28.6
29.842271,2.34,-6132.00,2308.00,7584.00,-3083.00,4384.00,106.00,28.6
29.909262,3.20,-7560.00,3028.00,8540.00,-3204.00,4566.00,-631.00,28.53
29.975098,3.02,-10044.00,6372.00,11672.00,-1937.00,6058.00,10.00,28.56
30.041988,2.66,-13304.00,6620.00,13440.00,1686.00,3616.00,1015.00,28.56
30.109043,2.46,-15956.00,9228.00,13452.00,1181.00,-2903.00,1380.00,28.58
30.175149,2.38,-14476.00,3100.00,15812.00,-2118.00,-6746.00,763.00,28.61
30.232958,2.27,-7172.00,3052.00,10016.00,1039.00,-5101.00,-1788.00,28.61
30.39096,2.61,-8124.00,2360.00,9104.00,-945.00,2492.00,203.00,28.61
30.457288,2.53,-10460.00,2460.00,13812.00,-1855.00,5688.00,1177.00,28.61
30.523547,2.53,-13408.00,2584.00,17088.00,-2521.00,6624.00,867.00,28.61
30.590666,2.47,-16500.00,2928.00,16812.00,-1708.00,5306.00,2543.00,28.61
30.656424,0.49,-16244.00,2732.00,14540.00,-363.00,4141.00,3393.00,28.77
30.723041,3.38,-15628.00,2804.00,12920.00,2464.00,-3072.00,396.00,28.53
30.788952,3.63,-7396.00,3412.00,8664.00,-3577.00,-33.00,587.00,28.52
30.855828,4.07,-5916.00,1088.00,5164.00,-2149.00,-3368.00,-939.00,28.49
30.909024,4.07,-6672.00,2572.00,7028.00,-2247.00,441.00,533.00,28.49
31.0582,2.56,-12536.00,11380.00,22796.00,2940.00,6550.00,-1552.00,28.61
31.124294,2.24,-13312.00,14428.00,18252.00,6742.00,1572.00,-3739.00,28.61
31.191791,2.15,-10604.00,4384.00,20024.00,4580.00,-8398.00,-5476.00,28.63
31.257973,2.15,-11284.00,4656.00,14828.00,8031.00,-10194.00,-8035.00,28.63
31.325298,3.47,-8744.00,-2448.00,18156.00,1181.00,-5287.00,-13918.00,28.53
31.390971,4.82,-8744.00,-6656.00,9092.00,3250.00,3557.00,-11562.00,28.43
31.457523,4.60,-9332.00,656.00,10280.00,9497.00,-517.00,-5205.00,28.71
31.524351,1.06,-7212.00,-5592.00,3488.00,7787.00,-1973.00,-5939.00,28.71
31.591372,0.33,-8016.00,1788.00,1324.00,5208.00,4550.00,-2338.00,28.78
31.624396,0.34,-6932.00,524.00,5192.00,1130.00,7024.00,-6056.00,28.77
31.691083,0.34,-12780.00,3828.00,4380.00,532.00,21927.00,-5428.00,28.77
31.758332,2.98,-16652.00,6244.00,16364.00,-562.00,8250.00,-4112.00,28.58
31.856278,-0.03,-20752.00,6408.00,11928.00,6403.00,12010.00,-2542.00,28.8
31.923266,0.31,-25524.00,-5020.00,11516.00,4368.00,20606.00,-674.00,28.77
31.990304,4.11,-30864.00,10040.00,232.00,2394.00,-5060.00,4542.00,28.47
32.056447,4.11,-12064.00,-4204.00,3308.00,-1816.00,-10377.00,1721.00,28.47
32.123338,2.03,-4556.00,11936.00,4548.00,3620.00,-4379.00,-1477.00,28.65
32.189444,2.47,-7652.00,1052.00,1620.00,4720.00,5261.00,-1140.00,28.62
32.234454,2.48,-2988.00,92.00,8860.00,9202.00,5964.00,-1531.00,28.62
32.290467,2.48,-20180.00,4632.00,1756.00,9192.00,37.00,-353.00,28.62
32.356967,2.16,-19352.00,6940.00,5920.00,15472.00,4552.00,-2142.00,28.64
32.423031,2.02,-30192.00,1100.00,11804.00,14778.00,282.00,-8151.00,28.65
32.489968,2.29,-19240.00,2208.00,9564.00,14366.00,-1864.00,-9084.00,28.63
32.557189,2.58,-14876.00,4444.00,2860.00,13005.00,-2879.00,-5340.00,28.6
32.623568,2.58,-11004.00,2712.00,3540.00,13802.00,2487.00,-2905.00,28.6
32.690021,1.43,-11548.00,224.00,11556.00,16096.00,3819.00,3348.00,28.7
32.755665,1.14,-5912.00,-1480.00,3284.00,16292.00,-1608.00,3978.00,28.72
32.822538,2.51,-4828.00,-1704.00,-1296.00,15598.00,-6861.00,3387.00,28.62
32.88885,2.38,-25792.00,2292.00,-3004.00,-10514.00,3581.00,-10688.00,28.6
32.956448,2.13,-20956.00,-2176.00,9100.00,-14996.00,8278.00,-8605.00,28.62
33.054824,2.13,-17576.00,-10156.00,11188.00,-13749.00,7526.00,-9584.00,28.62
33.122103,1.98,-11908.00,2884.00,356.00,-5634.00,-15486.00,4517.00,28.65
33.188103,5.47,-7252.00,-1520.00,5892.00,-8050.00,-15491.00,3271.00,28.36
33.254696,3.96,-4640.00,1172.00,4624.00,-4915.00,-11846.00,-631.00,28.48
33.321136,3.96,-4332.00,3384.00,800.00,-1293.00,-2163.00,485.00,28.48
33.38816,5.53,-21244.00,5348.00,5872.00,6762.00,10553.00,2093.00,28.37
33.424136,4.97,-24664.00,4752.00,7728.00,8546.00,3694.00,1358.00,28.39
33.488458,5.03,-10292.00,4184.00,8796.00,11487.00,3797.00,-3419.00,28.4
33.554928,5.45,-15420.00,3268.00,12452.00,12301.00,6236.00,-4223.00,28.37
33.621533,5.45,-16684.00,2816.00,6624.00,15468.00,1296.00,-5126.00,28.63
33.68784,5.16,-7792.00,-440.00,4472.00,9084.00,-6148.00,-4994.00,28.4
33.754854,5.11,-8748.00,-1196.00,1948.00,5166.00,5177.00,-622.00,28.42
33.821484,4.34,-21920.00,-6600.00,-2872.00,-2093.00,1444.00,73.00,28.47
33.888499,5.46,-15704.00,3120.00,8716.00,-4959.00,-6795.00,-3151.00,28.39
33.953969,5.06,-21736.00,2424.00,12124.00,-4338.00,-14341.00,-4071.00,28.4
34.053225,4.76,-14708.00,-3824.00,16976.00,-7603.00,-3903.00,-1936.00,28.41
34.12024,4.50,-16592.00,-3596.00,10812.00,-7863.00,8354.00,8396.00,28.46
34.186911,3.84,-10508.00,-336.00,7352.00,-11848.00,-2566.00,10699.00,28.5
34.2527,3.60,-7300.00,1148.00,7564.00,-7005.00,-11014.00,8326.00,28.52
34.319822,3.98,-8836.00,4244.00,6912.00,-1805.00,436.00,6863.00,28.51
34.386105,4.06,-6560.00,-940.00,1192.00,-2666.00,3201.00,6444.00,28.49
34.420151,5.22,-11800.00,-280.00,2128.00,1460.00,2667.00,2058.00,28.4
34.486092,5.35,-15996.00,7308.00,9436.00,2595.00,-4859.00,1095.00,28.4
34.554271,4.94,-20176.00,4244.00,14952.00,3873.00,-14209.00,-897.00,28.41
34.619876,5.20,-11360.00,6284.00,23588.00,6121.00,-8595.00,-905.00,28.38
34.686772,5.28,-8880.00,6344.00,14596.00,9004.00,4303.00,-4048.00,28.4
34.75377,5.39,-6564.00,5372.00,17236.00,9534.00,20.00,-5925.00,28.4
34.820728,4.07,-4488.00,1984.00,6428.00,1030.00,-11820.00,-12580.00,28.48
34.885743,4.07,-12316.00,2428.00,7784.00,972.00,-5328.00,-11669.00,28.48
34.953081,1.03,-10736.00,-1076.00,4944.00,2114.00,2925.00,-6978.00,28.73
35.01909,3.03,-9636.00,364.00,15512.00,-249.00,3191.00,-2244.00,28.57
35.085808,4.39,-16996.00,-272.00,16200.00,-6250.00,8824.00,4472.00,28.46
35.151987,4.41,-18776.00,-6000.00,20272.00,-6081.00,-532.00,5322.00,28.46
35.218853,4.12,-9584.00,4116.00,13552.00,-3262.00,10602.00,5013.00,28.5
35.285906,4.12,-8872.00,5984.00,10616.00,-6806.00,6700.00,6290.00,28.5
35.351948,1.03,-13724.00,2180.00,11556.00,-7588.00,917.00,3445.00,28.74
35.418987,2.79,-4568.00,1416.00,6360.00,-767.00,-8029.00,702.00,28.6
35.484971,2.79,-7144.00,3300.00,5904.00,1901.00,-8854.00,-120.00,28.6
35.551735,4.69,-12012.00,840.00,12724.00,4889.00,-3933.00,-4908.00,28.45
35.618364,4.01,-29572.00,-224.00,11864.00,7615.00,4153.00,-7699.00,28.5
35.684401,4.01,-17092.00,2412.00,6464.00,7389.00,7483.00,-7761.00,28.5
35.751383,3.41,-12916.00,2700.00,10272.00,7389.00,6905.00,-7419.00,28.54
35.817485,0.09,-13716.00,6536.00,13988.00,8275.00,15163.00,-4451.00,28.82
35.884034,5.21,-11880.00,2124.00,6548.00,3227.00,3075.00,-940.00,28.41
35.950856,5.07,-9916.00,536.00,5560.00,2766.00,2050.00,-508.00,28.43
